filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
blues.00000.wav,0.34994322061538696,0.13022463023662567,1784.4204464946633,2002.6501916232635,3806.4853160373937,0.08306639113293343,-113.59674835205078,121.55729675292969,-19.15882682800293,42.35103225708008,-6.376458168029785,18.61887550354004,-13.697912216186523,15.34463119506836,-12.285266876220703,10.98049259185791,-8.324324607849121,8.8106689453125,-3.667368173599243,5.751690864562988,-5.162762641906738,0.7509477734565735,-1.691937804222107,-0.4099525809288025,-2.300208568572998,1.219928503036499,blues
blues.00001.wav,0.34098318219184875,0.09591842442750931,1529.8353159300755,2038.6175789692213,3548.8202074363876,0.056044256724071206,-207.55679321289062,124.00672149658203,8.930560111999512,35.87468719482422,2.91603684425354,21.523725509643555,-8.554703712463379,23.358671188354492,-10.103616714477539,11.903743743896484,-5.560388088226318,5.376802921295166,-2.2391197681427,4.216963291168213,-6.01227331161499,0.9361096024513245,-0.7165370583534241,0.29387611150741577,-0.28743094205856323,0.5315728187561035,blues
blues.00002.wav,0.363602876663208,0.17557303607463837,1552.4819582458863,1747.1659849613065,3040.514947755418,0.07630074799245357,-90.75438690185547,140.45989990234375,-29.109968185424805,31.689014434814453,-13.987035751342773,25.754758834838867,-13.64958667755127,11.629270553588867,-11.78058910369873,9.706441879272461,-13.1231107711792,5.789265155792236,-8.905223846435547,-1.0837198495864868,-9.218358993530273,2.455806016921997,-7.726901054382324,-1.815722942352295,-3.4334347248077393,-2.2268214225769043,blues
blues.00003.wav,0.40477901697158813,0.14119118452072144,1070.1199533246056,1596.333947762686,2185.028454098539,0.03330894446594427,-199.43115234375,150.09921264648438,5.647593021392822,26.87192726135254,1.754461407661438,14.2383451461792,-4.830883026123047,9.297966003417969,-0.7577418088912964,8.149011611938477,-3.1963140964508057,6.087676525115967,-2.4764208793640137,-1.0738900899887085,-2.8747775554656982,0.7809770703315735,-3.316931962966919,0.6379817128181458,-0.6196900010108948,-3.408233404159546,blues
blues.00004.wav,0.3085901141166687,0.09156321734189987,1835.4946028033319,1748.3624480992835,3580.945013182082,0.1015001421004257,-160.2660369873047,126.19880676269531,-35.60544967651367,22.153301239013672,-32.48926544189453,10.864513397216797,-23.357929229736328,0.5031181573867798,-11.805832862854004,1.206804871559143,-13.083821296691895,-2.8063836097717285,-6.9341230392456055,-7.558618068695068,-9.173553466796875,-4.51216459274292,-5.453538417816162,-0.9241607785224915,-4.409332275390625,-11.703781127929688,blues
blues.00005.wav,0.30234643816947937,0.10346758365631104,1831.9423675966689,1729.483241126701,3480.9372845818016,0.09403986975135449,-177.86904907226562,118.19690704345703,-17.550674438476562,30.758634567260742,-21.742746353149414,11.903802871704102,-20.7342472076416,3.1805975437164307,-8.583483695983887,-0.9364872574806213,-11.776274681091309,-2.420614004135132,-9.339365005493164,-9.939324378967285,-3.9098925590515137,-5.570623874664307,-1.839023470878601,-2.7784204483032227,-3.046865940093994,-8.115808486938477,blues
blues.00006.wav,0.2913080155849457,0.141795814037323,1459.0784827344287,1388.9133116502305,2795.6164286232583,0.07302790308146284,-190.14947509765625,130.2969512939453,-36.344139099121094,33.01305389404297,11.106935501098633,-0.615158200263977,-20.862009048461914,0.27009108662605286,-6.489759922027588,-5.517093181610107,-7.840328216552734,-3.125678300857544,-6.593118190765381,-9.942267417907715,-6.537224292755127,-10.064753532409668,-10.912171363830566,-6.972477912902832,-3.449033498764038,-6.495510101318359,blues
blues.00007.wav,0.30792105197906494,0.13178548216819763,1451.7541466600387,1577.3699166309077,2955.348796076819,0.06143500266060371,-179.3954315185547,136.45924377441406,-26.656362533569336,39.98802947998047,5.289677143096924,10.92442798614502,-20.5618896484375,8.513765335083008,-11.356908798217773,-3.4690768718719482,-8.414555549621582,-6.954826354980469,-3.5445356369018555,-8.051241874694824,-8.959537506103516,-8.424336433410645,-10.558883666992188,-10.78815746307373,-4.693748474121094,-8.638612747192383,blues
blues.00008.wav,0.40903714299201965,0.1424380987882614,1719.2131626636947,2031.6438835817446,3781.318801549197,0.06402757957623839,-121.36102294921875,122.51310729980469,-14.742128372192383,46.1434440612793,-8.165332794189453,20.176525115966797,-19.172475814819336,23.05561637878418,-11.8305025100708,21.1770076751709,-6.721189975738525,7.010944843292236,-12.741830825805664,5.066004276275635,-5.175477504730225,-1.4440242052078247,-7.037070274353027,2.69745135307312,3.40980863571167,-2.698352813720703,blues
blues.00009.wav,0.27400919795036316,0.08135201781988144,1817.5163862399386,1973.7390701415939,3944.451148443547,0.0792153184258901,-213.18080139160156,115.15279388427734,-11.716266632080078,39.02947235107422,-20.35275650024414,13.082405090332031,-9.173481941223145,9.016149520874023,-14.097914695739746,4.2781782150268555,-6.039595127105713,3.78477144241333,0.2256675660610199,-5.113637447357178,-0.41306421160697937,-1.1845370531082153,-1.9207147359848022,-2.293727159500122,2.891265869140625,-4.233204364776611,blues
